TLOC,SEXO,EDAD_V,NIV,Ser_indig,Distancia,Ingreso,Edu_fin,Tener_conyuge,Primaria,Secundaria,Preparatoria,Carrera,Afore,Seguro,Credito,Empenio,Amistad,Familiar,Microfinanza,Credit_Fintech,Nomina_Cuenta,Cuenta_Fintech
0,0,63,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,49,2,1,,6000,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,32,6,1,,10000,1,0,0,0,1,0,0,1,0,0,1,1,0,0,,0
1,1,58,2,0,,1280,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,29,2,1,,0,,0,1,0,0,0,0,0,,0,1,0,0,0,,0
1,1,45,3,0,,6000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,26,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,44,8,1,,20000,,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1,0,85,2,0,,0,0,0,1,0,0,0,0,1,,0,0,0,0,0,0,0
0,1,29,8,0,,8000,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1,1,22,2,0,,4800,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,1,33,3,0,,2400,0,1,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,64,0,1,5,4400,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0
0,0,49,3,0,40,1600,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1
0,0,51,2,0,,4800,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,40,6,0,,6800,,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,23,3,1,,6000,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,18,6,0,,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,23,8,1,30,6000,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1,1,68,3,1,,8000,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,1,54,2,1,,7200,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,66,2,0,,0,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
0,0,19,6,0,15,6000,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0,0,55,8,0,,0,,0,0,0,0,1,0,0,1,0,0,0,0,0,,0
1,0,89,0,0,30,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,69,2,1,,5200,,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,1,44,2,0,0,600,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,23,8,0,0,13000,,0,0,0,0,1,1,1,,0,0,0,0,0,1,0
1,0,34,6,0,0,2000,0,0,0,0,1,0,1,0,,1,0,0,0,0,0,0
1,1,44,2,0,,3200,0,1,1,0,0,0,1,0,,0,0,1,0,0,,0
0,0,57,2,1,,0,0,1,1,0,0,0,0,0,,0,0,1,0,0,0,0
0,0,74,6,0,,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,0,47,3,1,40,12000,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,1,28,3,0,30,16000,,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,0,76,0,1,10,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,77,2,1,,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,66,0,0,0,400,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,41,3,0,30,7200,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,0,33,3,0,15,16000,,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0
0,0,67,2,0,5,2400,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,57,3,1,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,39,3,1,,8800,,1,0,1,0,0,1,0,,0,0,0,0,0,,0
1,0,22,5,0,,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,84,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,54,2,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,0,25,8,1,8,15000,0,1,0,0,0,1,1,1,,0,0,1,0,0,1,1
0,0,38,2,0,15,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1,0,32,3,0,15,7600,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
1,0,36,6,1,45,2640,0,1,0,0,1,0,0,0,1,0,0,0,1,0,,0
1,1,48,6,0,15,12000,,1,0,0,1,0,1,0,,0,0,0,0,0,1,0
0,0,30,6,1,5,1000,,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,0,28,7,1,,3200,,0,0,0,1,0,1,0,,0,0,0,0,0,0,0
1,1,67,2,1,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,26,3,1,,10000,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0
0,1,18,6,0,,4800,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
0,1,34,8,1,,20000,,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1
0,0,29,3,0,,6000,,0,0,1,0,0,0,0,,0,0,0,0,0,1,0
0,1,44,6,1,0,6400,,0,0,0,1,0,1,1,,0,1,0,0,0,1,0
1,0,33,2,0,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,18,6,0,,0,,1,0,0,1,0,0,1,,0,0,0,0,0,,0
1,0,46,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,49,3,0,25,0,,0,0,1,0,0,0,0,,0,1,0,0,0,0,0
0,0,39,8,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,1,22,6,0,30,8000,,1,0,0,1,0,1,1,,0,1,1,0,0,1,0
0,0,47,8,0,30,15000,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
1,1,75,2,1,0,1200,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,18,6,1,,2000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,56,3,1,,0,0,1,0,1,0,0,0,0,,0,0,1,0,0,,0
0,0,57,2,0,,8000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
1,0,42,3,1,,0,0,1,0,1,0,0,1,0,,0,1,1,0,0,0,0
1,0,35,2,1,,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,57,6,0,15,12000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,0
1,1,24,2,0,,4800,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,31,3,1,,0,,0,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,28,6,1,20,7000,,1,0,0,1,0,1,0,,0,0,0,0,0,1,0
1,0,38,6,0,,6000,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,67,2,0,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,56,3,0,10,16000,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,40,3,0,0,4000,,0,0,1,0,0,0,1,,0,0,0,0,0,0,1
1,1,52,6,0,,4800,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,39,2,1,20,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,40,7,0,,0,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,30,3,0,,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,1
1,0,21,8,0,30,4800,0,1,0,0,0,1,1,0,,0,0,1,0,0,0,1
1,1,65,3,0,30,4000,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,1,39,6,1,5,7200,,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
1,0,44,0,1,,1200,0,1,0,0,0,0,0,0,,0,0,1,0,0,,0
1,1,65,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,54,2,0,,1200,0,0,1,0,0,0,1,0,,0,0,1,0,0,,0
1,1,72,2,1,0,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,45,3,1,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,1,23,6,1,,6000,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1
1,1,25,6,0,40,8000,,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,1,44,3,0,,12000,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,56,2,0,15,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,31,6,1,,6000,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,0
1,1,73,2,0,0,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0
1,0,68,3,0,30,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,53,0,1,20,9200,0,0,0,0,0,0,1,0,,0,1,1,0,0,1,0
1,0,34,3,0,,0,,1,0,1,0,0,1,0,1,0,0,0,0,0,,0
1,0,42,3,0,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,19,6,0,5,4000,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0
0,0,24,8,0,,0,,1,0,0,0,1,0,0,,0,0,0,0,0,,0
0,1,38,3,0,,8000,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,20,6,0,,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,65,2,0,,2800,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,80,0,1,,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
1,1,73,2,0,20,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,63,2,1,,3600,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,34,6,0,10,800,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,1,70,99,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,45,6,1,40,2000,0,0,0,0,1,0,1,0,,0,0,1,0,0,,0
1,0,45,3,1,,200,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,58,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,36,3,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,42,2,1,15,5600,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0
0,1,21,8,1,,0,,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
0,0,22,8,0,,5000,,1,0,0,0,1,0,0,,0,0,0,0,0,1,0
1,1,18,6,0,,6000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,19,6,0,,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,27,6,0,0,7200,,1,0,0,1,0,0,0,,0,0,0,0,0,1,0
1,0,66,2,0,15,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,74,2,0,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
1,0,39,2,0,,1200,0,1,1,0,0,0,0,0,,0,1,1,0,0,,0
0,1,24,0,0,5,10000,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,0,22,8,1,,0,,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
0,1,41,8,0,30,3560,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
1,0,40,3,1,,240,0,0,0,1,0,0,0,0,,0,0,1,0,0,,0
1,1,47,5,0,5,19000,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
1,1,79,2,0,10,4000,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,21,3,0,15,7000,,0,0,1,0,0,1,1,,0,0,0,0,0,1,0
0,1,44,2,1,15,14000,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,55,2,1,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,57,3,0,,4800,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,62,3,0,10,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,,0
0,0,56,2,0,40,100,0,0,1,0,0,0,0,0,,0,1,1,0,0,0,0
1,1,68,2,0,,0,,0,1,0,0,0,1,0,,0,0,0,0,0,0,0
1,1,30,3,1,,8000,,1,0,1,0,0,1,0,,0,0,0,0,0,1,0
1,0,27,6,0,,0,,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
0,1,30,0,1,,2400,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,34,3,1,,1200,,0,0,1,0,0,1,0,,0,1,0,0,0,0,1
0,1,46,3,1,,14000,0,0,0,1,0,0,0,0,,0,0,1,0,0,1,0
0,1,57,5,0,20,10000,0,0,0,0,1,0,1,0,,0,0,0,0,0,1,0
0,1,18,6,0,,0,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,26,6,0,,6000,0,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,39,3,0,30,0,,0,0,1,0,0,1,0,,0,0,0,0,0,,0
1,0,68,2,0,,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,,0
0,1,62,2,0,,8000,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,68,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,59,2,1,,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,0,51,2,1,,0,,1,1,0,0,0,0,0,,0,0,1,0,0,,0
1,0,42,3,0,30,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,0,52,3,0,,400,1,1,0,1,0,0,0,0,1,0,0,1,0,0,,0
1,0,75,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,42,8,0,30,10000,,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1,0,38,3,0,,0,,1,0,1,0,0,0,0,,0,1,0,0,0,,0
1,0,23,6,0,15,8000,,1,0,0,1,0,0,0,,0,0,0,0,0,1,0
1,0,60,2,1,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,27,6,0,30,12000,,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1
0,1,34,6,0,,8000,0,1,0,0,1,0,0,0,,0,0,1,0,0,1,0
1,1,20,8,0,0,0,,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
1,0,50,6,0,,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,,0
1,1,23,6,0,,7200,,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0
0,1,38,7,0,30,4800,,0,0,0,1,0,1,0,1,0,0,0,0,0,,0
0,1,69,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
1,0,37,2,0,30,3200,,0,1,0,0,0,0,1,,0,0,1,0,0,0,0
0,0,36,2,1,,5200,0,1,1,0,0,0,1,0,,0,0,0,0,0,,0
1,0,34,6,0,,8600,,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0
0,0,31,8,0,,12000,0,1,0,0,0,1,0,0,1,0,0,1,0,0,,0
1,1,56,6,0,5,8000,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,20,6,0,,4800,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,38,2,1,,10000,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,59,8,1,15,13000,,0,0,0,0,1,1,0,1,0,0,0,0,0,,0
0,0,35,6,0,10,6400,,1,0,0,1,0,1,1,,0,0,0,0,0,1,0
0,1,55,6,0,,15000,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
0,0,46,3,1,20,3200,0,0,0,1,0,0,0,0,,1,1,1,0,0,0,0
1,1,62,0,0,,6000,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,0,57,2,1,,0,,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,0,74,5,0,,0,,0,0,0,1,0,1,0,,0,0,0,0,0,0,0
0,0,36,2,0,30,2000,,1,1,0,0,0,1,0,,0,1,1,0,0,0,0
0,1,39,2,0,,7200,,0,1,0,0,0,1,0,1,0,1,1,0,0,,0
1,1,65,2,0,30,4800,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,52,3,1,,10000,0,0,0,1,0,0,1,0,,0,0,1,0,0,1,0
1,1,29,3,0,,7200,0,1,0,1,0,0,0,0,,0,1,0,0,0,,0
1,1,40,3,0,,500,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,31,6,1,0,0,,0,0,0,1,0,1,0,,0,0,0,0,0,0,0
0,0,38,3,0,30,4000,0,0,0,1,0,0,0,0,,0,0,1,0,0,,0
1,0,61,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,42,2,1,,7200,1,1,1,0,0,0,0,0,,1,0,1,0,0,,0
1,0,33,3,1,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,40,3,1,0,4800,0,0,0,1,0,0,0,0,,0,1,1,0,0,,0
0,1,27,5,1,,20000,,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
1,0,72,0,1,,800,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,21,3,1,,7200,0,1,0,1,0,0,1,0,1,0,0,1,0,0,,0
0,1,34,6,0,20,12000,,0,0,0,1,0,1,0,,0,1,1,0,0,0,0
1,1,50,2,1,0,6400,0,0,1,0,0,0,1,1,,0,0,0,0,0,1,0
1,1,65,2,1,30,4000,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,26,6,0,,4000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,79,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,51,2,0,,4000,0,0,1,0,0,0,0,0,,1,0,1,0,0,,0
0,0,80,8,0,,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
1,0,23,3,0,,0,,1,0,1,0,0,0,0,0,0,0,1,0,0,,0
1,0,21,8,0,,0,,1,0,0,0,1,0,1,1,0,0,0,0,0,,0
1,0,50,3,0,5,0,,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
0,1,35,8,0,5,1000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,0,35,6,1,20,4800,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,0
1,0,44,3,0,30,4200,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1,1,71,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,24,6,0,,500,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
1,0,24,6,0,,12000,,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
1,0,43,3,1,0,0,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,40,3,1,,8000,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,46,3,1,10,560,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,0,67,0,1,,5000,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0
1,1,25,3,1,,720,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,20,6,0,,6000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
0,0,58,2,0,,0,,0,1,0,0,0,0,0,,0,0,1,0,0,,0
0,1,28,3,0,,0,0,1,0,1,0,0,1,1,,0,0,0,0,0,,0
1,0,34,3,0,,6000,,0,0,1,0,0,0,0,0,0,0,0,1,0,,0
0,1,55,2,1,,9000,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,69,2,0,30,0,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,35,2,0,,5600,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,61,3,1,,12000,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,75,2,1,,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,64,2,0,20,200,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,34,2,0,,4800,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,39,8,0,,10000,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1,0,75,3,1,,0,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,1,43,2,0,,4800,0,1,1,0,0,0,0,0,,0,1,1,0,0,,0
1,0,67,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,34,3,0,,8000,,1,0,1,0,0,0,1,,0,0,1,0,0,,0
1,1,47,3,1,,6000,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,32,8,1,,9000,1,0,0,0,0,1,1,0,,0,0,0,0,0,,0
1,1,59,8,0,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0
1,1,50,3,0,,8000,0,0,0,1,0,0,1,0,,0,0,0,0,0,,0
0,0,32,6,0,45,0,,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,30,2,1,,5000,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,36,3,1,,0,0,0,0,1,0,0,1,0,,0,1,1,0,0,0,0
1,1,42,2,1,,2600,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,67,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,57,3,1,,2000,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,46,3,0,,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,32,3,0,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,0
1,1,19,3,0,40,7000,,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,0,33,0,1,,1800,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,25,3,0,,6000,,1,0,1,0,0,0,0,1,0,0,0,0,0,,0
1,0,29,3,1,,0,,1,0,1,0,0,0,0,,0,0,0,0,0,0,0
1,1,18,8,0,,0,,1,0,0,0,1,0,0,,0,0,0,0,0,,0
1,1,18,3,0,,6000,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,67,0,0,40,800,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0
1,0,34,8,1,0,4000,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0
1,0,34,3,0,,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0
0,1,58,3,1,0,1600,1,0,0,1,0,0,1,0,1,0,1,1,0,0,,0
1,0,26,3,0,0,0,,1,0,1,0,0,0,0,,0,0,0,0,0,,0
0,0,44,8,1,,16000,,0,0,0,0,1,0,0,,0,0,0,0,0,1,0
1,1,30,3,0,,12000,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,26,6,1,,1200,,1,0,0,1,0,0,0,,0,1,0,0,0,0,1
0,1,63,3,0,15,10000,,0,0,1,0,0,1,1,,0,0,0,0,0,1,0
1,1,30,2,0,,10000,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,40,3,0,,6000,,1,0,1,0,0,1,0,,0,0,0,0,0,0,0
1,0,32,6,0,30,0,,0,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,53,3,0,,2000,,0,0,1,0,0,0,0,1,0,0,1,0,0,,0
1,0,33,6,0,,3000,0,0,0,0,1,0,0,0,,0,0,1,0,0,,0
1,0,75,2,1,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,35,2,1,,9600,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,63,2,0,,4000,,0,1,0,0,0,0,0,,0,1,0,0,0,,0
0,0,41,2,1,,5000,,0,1,0,0,0,0,0,1,0,0,0,0,0,,0
1,1,63,2,0,,10000,,1,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,1,33,6,1,30,10000,0,0,0,0,1,0,1,0,,0,1,1,0,0,1,0
0,0,45,3,1,,3000,,1,0,1,0,0,0,0,,0,0,1,0,0,,0
1,1,32,2,1,,3600,0,0,1,0,0,0,0,0,,0,1,0,0,0,,0
1,0,40,3,1,,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,48,0,1,0,4200,,1,0,0,0,0,0,0,,0,0,1,0,0,1,0
0,1,66,8,1,,6000,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0
1,1,46,3,1,30,2500,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,0
0,1,71,2,1,15,6250,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,20,6,1,,10000,0,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,1,48,0,1,,4000,0,1,0,0,0,0,0,0,,0,1,1,0,0,,0
1,0,51,2,1,0,200,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,0,47,6,0,,4800,,0,0,0,1,0,0,0,1,0,0,0,0,0,,0
1,1,68,7,0,10,6000,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,1,37,2,1,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,,0
1,0,52,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
1,0,20,6,0,,0,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,1,42,2,1,,12000,,0,1,0,0,0,1,0,,0,0,0,0,0,1,0
1,1,20,2,1,,2800,,1,1,0,0,0,0,0,,0,0,0,0,0,,0
0,1,25,8,1,15,6800,,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1
1,0,45,3,0,,800,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,1,56,2,1,,4000,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,64,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,69,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,0,59,2,0,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
0,0,27,8,0,20,23000,,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1
0,0,38,3,0,,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,,0
0,0,21,8,1,40,8000,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,26,6,0,15,1000,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,68,2,1,,0,,0,1,0,0,0,0,0,,0,1,1,0,0,0,0
1,1,54,3,1,,4800,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
0,1,43,7,0,2,10000,,0,0,0,1,0,1,1,,0,0,0,0,0,0,1
0,1,20,8,1,40,0,0,1,0,0,0,1,0,0,,0,1,1,0,0,0,0
0,0,53,6,1,5,14000,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1
1,0,87,2,0,,0,,0,1,0,0,0,0,0,,0,0,0,0,0,0,0
0,1,33,3,1,,12000,,0,0,1,0,0,0,0,,0,0,0,0,0,,0
1,0,40,2,1,,4000,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
1,1,28,0,1,,7600,0,1,0,0,0,0,0,0,,0,0,0,0,0,,0
1,1,34,3,1,,1000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1,1,20,6,0,,4000,,1,0,0,1,0,0,0,,0,0,0,0,0,,0
1,0,52,0,0,,0,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
0,0,45,8,0,0,6000,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1,1,41,2,0,,7200,,0,1,0,0,0,1,0,,0,0,0,0,0,,0
1,1,54,6,0,,4800,,0,0,0,1,0,1,0,1,0,0,0,0,0,,0
1,1,54,3,1,,3200,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,0
0,0,60,2,1,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0
